Datetime,PM10 (ug/m3),Predicted_Cases_Week1,Predicted_Cases_Week2,Predicted_Cases_Week3,Predicted_Cases_Week4,Predicted_Cases_Week8,Predicted_Cases_Week12
2017-08-27,2227.42,1979.364917765798,9058.775844711023,8995.144978912746,5427.699451700491,6585.1027839346625,11301.960836697119
2017-09-03,6503.0,6924.295755306885,1979.364917765798,9058.775844711023,8995.144978912746,6037.64266429583,5878.464864175507
2017-09-10,6324.51,6017.6322595717365,6924.295755306885,1979.364917765798,9058.775844711023,5552.066191441658,6123.941786162683
2017-09-17,5600.08,6044.797479216032,6017.6322595717365,6924.295755306885,1979.364917765798,3093.3383516333497,5810.825187592789
2017-09-24,6859.25,6943.990185499653,6044.797479216032,6017.6322595717365,6924.295755306885,5427.699451700491,6585.1027839346625
2017-10-01,8679.42,7916.174401500541,6943.990185499653,6044.797479216032,6017.6322595717365,8995.144978912746,6037.64266429583
2017-10-08,6874.25,6050.794726896565,7916.174401500541,6943.990185499653,6044.797479216032,9058.775844711023,5552.066191441658
2017-10-15,7486.09,8052.073515144576,6050.794726896565,7916.174401500541,6943.990185499653,1979.364917765798,3093.3383516333497
2017-10-22,13256.25,13221.905900057503,8052.073515144576,6050.794726896565,7916.174401500541,6924.295755306885,5427.699451700491
2017-10-29,12991.0,14020.284157767775,13221.905900057503,8052.073515144576,6050.794726896565,6017.6322595717365,8995.144978912746
2017-11-05,9423.25,9533.871920037536,14020.284157767775,13221.905900057503,8052.073515144576,6044.797479216032,9058.775844711023
2017-11-12,10158.25,10119.23902942514,9533.871920037536,14020.284157767775,13221.905900057503,6943.990185499653,1979.364917765798
2017-11-19,10207.34,10034.032120771088,10119.23902942514,9533.871920037536,14020.284157767775,7916.174401500541,6924.295755306885
2017-11-26,11161.25,11405.866078022518,10034.032120771088,10119.23902942514,9533.871920037536,6050.794726896565,6017.6322595717365
2017-12-03,10625.58,10594.953428718562,11405.866078022518,10034.032120771088,10119.23902942514,8052.073515144576,6044.797479216032
2017-12-10,14185.75,14174.352039126543,10594.953428718562,11405.866078022518,10034.032120771088,13221.905900057503,6943.990185499653
2017-12-17,13037.92,12573.054173370027,14174.352039126543,10594.953428718562,11405.866078022518,14020.284157767775,7916.174401500541
2017-12-24,14322.58,14628.434603771711,12573.054173370027,14174.352039126543,10594.953428718562,9533.871920037536,6050.794726896565
2017-12-31,16012.42,16888.35270788364,14628.434603771711,12573.054173370027,14174.352039126543,10119.23902942514,8052.073515144576
2018-01-07,14249.33,14271.258943734616,16888.35270788364,14628.434603771711,12573.054173370027,10034.032120771088,13221.905900057503
2018-01-14,19328.25,19736.39901293662,14271.258943734616,16888.35270788364,14628.434603771711,11405.866078022518,14020.284157767775
2018-01-21,14884.5,15155.29067660225,19736.39901293662,14271.258943734616,16888.35270788364,10594.953428718562,9533.871920037536
2018-01-28,15059.0,14818.263094248156,15155.29067660225,19736.39901293662,14271.258943734616,14174.352039126543,10119.23902942514
2018-02-04,5974.17,5863.136500871872,14818.263094248156,15155.29067660225,19736.39901293662,12573.054173370027,10034.032120771088
2018-02-11,11391.0,11495.85636746729,5863.136500871872,14818.263094248156,15155.29067660225,14628.434603771711,11405.866078022518
2018-02-18,12413.25,12788.298763638446,11495.85636746729,5863.136500871872,14818.263094248156,16888.35270788364,10594.953428718562
2018-02-25,12758.0,12740.592181332406,12788.298763638446,11495.85636746729,5863.136500871872,14271.258943734616,14174.352039126543
2018-03-04,9420.25,9938.72551920815,12740.592181332406,12788.298763638446,11495.85636746729,19736.39901293662,12573.054173370027
2018-03-11,12906.17,13176.269984059249,9938.72551920815,12740.592181332406,12788.298763638446,15155.29067660225,14628.434603771711
2018-03-18,9473.83,9371.800869288118,13176.269984059249,9938.72551920815,12740.592181332406,14818.263094248156,16888.35270788364
2018-03-25,9745.5,10107.365955577583,9371.800869288118,13176.269984059249,9938.72551920815,5863.136500871872,14271.258943734616
2018-04-01,14779.58,14919.48638275513,10107.365955577583,9371.800869288118,13176.269984059249,11495.85636746729,19736.39901293662
2018-04-08,14332.25,14929.783298562154,14919.48638275513,10107.365955577583,9371.800869288118,12788.298763638446,15155.29067660225
2018-04-15,9420.91,9309.020229778554,14929.783298562154,14919.48638275513,10107.365955577583,12740.592181332406,14818.263094248156
2018-04-22,3754.92,3381.043261517878,9309.020229778554,14929.783298562154,14919.48638275513,9938.72551920815,5863.136500871872
2018-04-29,10194.92,10047.356913020101,3381.043261517878,9309.020229778554,14929.783298562154,13176.269984059249,11495.85636746729
2018-05-06,11037.08,11345.876885444779,10047.356913020101,3381.043261517878,9309.020229778554,9371.800869288118,12788.298763638446
2018-05-13,5327.5,5354.823327245584,11345.876885444779,10047.356913020101,3381.043261517878,10107.365955577583,12740.592181332406
2018-05-20,12279.25,12974.30886093582,5354.823327245584,11345.876885444779,10047.356913020101,14919.48638275513,9938.72551920815
2018-05-27,13865.0,14478.307930086556,12974.30886093582,5354.823327245584,11345.876885444779,14929.783298562154,13176.269984059249
2018-06-03,11332.42,11148.401625579449,14478.307930086556,12974.30886093582,5354.823327245584,9309.020229778554,9371.800869288118
2018-06-10,5174.76,5409.621343834755,11148.401625579449,14478.307930086556,12974.30886093582,3381.043261517878,10107.365955577583
2018-06-17,11252.75,11518.305417655782,5409.621343834755,11148.401625579449,14478.307930086556,10047.356913020101,14919.48638275513
2018-06-24,8500.0,8551.880334001939,11518.305417655782,5409.621343834755,11148.401625579449,11345.876885444779,14929.783298562154
2018-07-01,7875.17,8133.51821418795,8551.880334001939,11518.305417655782,5409.621343834755,5354.823327245584,9309.020229778554
2018-07-08,7784.0,7935.495744939568,8133.51821418795,8551.880334001939,11518.305417655782,12974.30886093582,3381.043261517878
2018-07-15,7710.0,7482.573533496137,7935.495744939568,8133.51821418795,8551.880334001939,14478.307930086556,10047.356913020101
2018-07-22,8832.52,8994.942271151787,7482.573533496137,7935.495744939568,8133.51821418795,11148.401625579449,11345.876885444779
2018-07-29,8908.99,8965.596383228642,8994.942271151787,7482.573533496137,7935.495744939568,5409.621343834755,5354.823327245584
2018-08-05,4153.5,4192.169153001866,8965.596383228642,8994.942271151787,7482.573533496137,11518.305417655782,12974.30886093582
2018-08-12,5807.5,5973.003004534414,4192.169153001866,8965.596383228642,8994.942271151787,8551.880334001939,14478.307930086556
2018-08-19,5424.5,5235.200384417407,5973.003004534414,4192.169153001866,8965.596383228642,8133.51821418795,11148.401625579449
2018-08-26,7817.75,8063.963188682796,5235.200384417407,5973.003004534414,4192.169153001866,7935.495744939568,5409.621343834755
2018-09-02,7857.75,7928.245510818503,8063.963188682796,5235.200384417407,5973.003004534414,7482.573533496137,11518.305417655782
2018-09-09,8910.92,8948.494479373925,7928.245510818503,8063.963188682796,5235.200384417407,8994.942271151787,8551.880334001939
2018-09-16,7851.5,7784.520629722649,8948.494479373925,7928.245510818503,8063.963188682796,8965.596383228642,8133.51821418795
2018-09-23,246.0,298.0720979775633,7784.520629722649,8948.494479373925,7928.245510818503,4192.169153001866,7935.495744939568
2018-09-30,7355.67,7663.417528463563,298.0720979775633,7784.520629722649,8948.494479373925,5973.003004534414,7482.573533496137
2018-10-07,5815.25,6124.925462936546,7663.417528463563,298.0720979775633,7784.520629722649,5235.200384417407,8994.942271151787
2018-10-14,17655.09,18213.34976732157,6124.925462936546,7663.417528463563,298.0720979775633,8063.963188682796,8965.596383228642
2018-10-21,11022.25,11486.389204029818,18213.34976732157,6124.925462936546,7663.417528463563,7928.245510818503,4192.169153001866
2018-10-28,15581.25,14653.461365364545,11486.389204029818,18213.34976732157,6124.925462936546,8948.494479373925,5973.003004534414
2018-11-04,7652.75,7697.6009348049265,14653.461365364545,11486.389204029818,18213.34976732157,7784.520629722649,5235.200384417407
2018-11-11,10011.75,10477.115707167848,7697.6009348049265,14653.461365364545,11486.389204029818,298.0720979775633,8063.963188682796
2018-11-18,12118.75,12423.414114392923,10477.115707167848,7697.6009348049265,14653.461365364545,7663.417528463563,7928.245510818503
2018-11-25,11666.25,11121.295375465614,12423.414114392923,10477.115707167848,7697.6009348049265,6124.925462936546,8948.494479373925
2018-12-02,13189.0,13227.363599750675,11121.295375465614,12423.414114392923,10477.115707167848,18213.34976732157,7784.520629722649
2018-12-09,13051.08,13718.694477258367,13227.363599750675,11121.295375465614,12423.414114392923,11486.389204029818,298.0720979775633
2018-12-16,17962.17,17333.419434946518,13718.694477258367,13227.363599750675,11121.295375465614,14653.461365364545,7663.417528463563
2018-12-23,11974.0,11412.986764907375,17333.419434946518,13718.694477258367,13227.363599750675,7697.6009348049265,6124.925462936546
2018-12-30,17268.0,17942.959147368863,11412.986764907375,17333.419434946518,13718.694477258367,10477.115707167848,18213.34976732157
2019-01-06,16390.0,16795.732470245734,17942.959147368863,11412.986764907375,17333.419434946518,12423.414114392923,11486.389204029818
2019-01-13,16051.83,15917.132899085638,16795.732470245734,17942.959147368863,11412.986764907375,11121.295375465614,14653.461365364545
2019-01-20,18986.0,21141.072730239885,15917.132899085638,16795.732470245734,17942.959147368863,13227.363599750675,7697.6009348049265
2019-01-27,11892.75,12403.39326231107,21141.072730239885,15917.132899085638,16795.732470245734,13718.694477258367,10477.115707167848
2019-02-03,10186.75,10265.240041531368,12403.39326231107,21141.072730239885,15917.132899085638,17333.419434946518,12423.414114392923
2019-02-10,12669.41,12669.005957315445,10265.240041531368,12403.39326231107,21141.072730239885,11412.986764907375,11121.295375465614
2019-02-17,10069.5,9837.532179793414,12669.005957315445,10265.240041531368,12403.39326231107,17942.959147368863,13227.363599750675
2019-02-24,10102.25,10102.815666946637,9837.532179793414,12669.005957315445,10265.240041531368,16795.732470245734,13718.694477258367
2019-03-03,9531.0,9673.005216418858,10102.815666946637,9837.532179793414,12669.005957315445,15917.132899085638,17333.419434946518
2019-03-10,11913.25,11916.718888238205,9673.005216418858,10102.815666946637,9837.532179793414,21141.072730239885,11412.986764907375
2019-03-17,14127.5,14588.200203898235,11916.718888238205,9673.005216418858,10102.815666946637,12403.39326231107,17942.959147368863
2019-03-24,9721.0,9446.163681772534,14588.200203898235,11916.718888238205,9673.005216418858,10265.240041531368,16795.732470245734
2019-03-31,12627.5,12913.009801858638,9446.163681772534,14588.200203898235,11916.718888238205,12669.005957315445,15917.132899085638
2019-04-07,8143.0,7662.894231921602,12913.009801858638,9446.163681772534,14588.200203898235,9837.532179793414,21141.072730239885
2019-04-14,9104.0,9815.075003882223,7662.894231921602,12913.009801858638,9446.163681772534,10102.815666946637,12403.39326231107
2019-04-21,7769.5,7574.545686707743,9815.075003882223,7662.894231921602,12913.009801858638,9673.005216418858,10265.240041531368
2019-04-28,9185.34,9432.475843841405,7574.545686707743,9815.075003882223,7662.894231921602,11916.718888238205,12669.005957315445
2019-05-05,12795.5,13732.608964811981,9432.475843841405,7574.545686707743,9815.075003882223,14588.200203898235,9837.532179793414
2019-05-12,12867.5,13443.74184441767,13732.608964811981,9432.475843841405,7574.545686707743,9446.163681772534,10102.815666946637
2019-05-19,13010.5,13289.393045216944,13443.74184441767,13732.608964811981,9432.475843841405,12913.009801858638,9673.005216418858
2019-05-26,12304.75,12729.413740694052,13289.393045216944,13443.74184441767,13732.608964811981,7662.894231921602,11916.718888238205
2019-06-02,10864.0,10833.522093428643,12729.413740694052,13289.393045216944,13443.74184441767,9815.075003882223,14588.200203898235
2019-06-09,9826.75,9718.071054928745,10833.522093428643,12729.413740694052,13289.393045216944,7574.545686707743,9446.163681772534
2019-06-16,6435.75,6071.505104590495,9718.071054928745,10833.522093428643,12729.413740694052,9432.475843841405,12913.009801858638
2019-06-23,7461.25,7312.10306829263,6071.505104590495,9718.071054928745,10833.522093428643,13732.608964811981,7662.894231921602
2019-06-30,6277.42,5516.721619326286,7312.10306829263,6071.505104590495,9718.071054928745,13443.74184441767,9815.075003882223
2019-07-07,6281.75,6193.253968640824,5516.721619326286,7312.10306829263,6071.505104590495,13289.393045216944,7574.545686707743
2019-07-14,4612.5,4269.231649792458,6193.253968640824,5516.721619326286,7312.10306829263,12729.413740694052,9432.475843841405
2019-07-21,5802.0,5942.593996387779,4269.231649792458,6193.253968640824,5516.721619326286,10833.522093428643,13732.608964811981
2019-07-28,5142.25,5182.564274393779,5942.593996387779,4269.231649792458,6193.253968640824,9718.071054928745,13443.74184441767
2019-08-04,5199.0,5300.029025272504,5182.564274393779,5942.593996387779,4269.231649792458,6071.505104590495,13289.393045216944
2019-08-11,3789.5,3559.9173491390156,5300.029025272504,5182.564274393779,5942.593996387779,7312.10306829263,12729.413740694052
2019-08-18,5372.5,5290.890837522681,3559.9173491390156,5300.029025272504,5182.564274393779,5516.721619326286,10833.522093428643
2019-08-25,5967.5,5889.671396598056,5290.890837522681,3559.9173491390156,5300.029025272504,6193.253968640824,9718.071054928745
2019-09-01,5299.25,5535.146579469612,5889.671396598056,5290.890837522681,3559.9173491390156,4269.231649792458,6071.505104590495
2019-09-08,4193.0,5055.837824780171,5535.146579469612,5889.671396598056,5290.890837522681,5942.593996387779,7312.10306829263
2019-09-15,5986.08,6393.524244951876,5055.837824780171,5535.146579469612,5889.671396598056,5182.564274393779,5516.721619326286
2019-09-22,5969.75,5664.879314319177,6393.524244951876,5055.837824780171,5535.146579469612,5300.029025272504,6193.253968640824
2019-09-29,6324.58,6534.434491785772,5664.879314319177,6393.524244951876,5055.837824780171,3559.9173491390156,4269.231649792458
2019-10-06,6822.5,6502.523617920442,6534.434491785772,5664.879314319177,6393.524244951876,5290.890837522681,5942.593996387779
2019-10-13,7362.5,7011.431594448461,6502.523617920442,6534.434491785772,5664.879314319177,5889.671396598056,5182.564274393779
2019-10-20,4688.58,4947.713708228283,7011.431594448461,6502.523617920442,6534.434491785772,5535.146579469612,5300.029025272504
2019-10-27,4941.67,4970.6240673027,4947.713708228283,7011.431594448461,6502.523617920442,5055.837824780171,3559.9173491390156
2019-11-03,5954.5,5879.776587982993,4970.6240673027,4947.713708228283,7011.431594448461,6393.524244951876,5290.890837522681
2019-11-10,18017.41,19656.7957187391,5879.776587982993,4970.6240673027,4947.713708228283,5664.879314319177,5889.671396598056
2019-11-17,7560.25,7944.700795779048,19656.7957187391,5879.776587982993,4970.6240673027,6534.434491785772,5535.146579469612
2019-11-24,9333.5,9487.096719675688,7944.700795779048,19656.7957187391,5879.776587982993,6502.523617920442,5055.837824780171
2019-12-01,6844.75,6813.7513342075545,9487.096719675688,7944.700795779048,19656.7957187391,7011.431594448461,6393.524244951876
2019-12-08,8801.76,8933.194193344267,6813.7513342075545,9487.096719675688,7944.700795779048,4947.713708228283,5664.879314319177
2019-12-15,6414.57,6064.081212167128,8933.194193344267,6813.7513342075545,9487.096719675688,4970.6240673027,6534.434491785772
2019-12-22,11124.75,10544.185074098692,6064.081212167128,8933.194193344267,6813.7513342075545,5879.776587982993,6502.523617920442
2019-12-29,10269.08,10825.067743285006,10544.185074098692,6064.081212167128,8933.194193344267,19656.7957187391,7011.431594448461
2020-01-05,3035.0,3040.3892852039708,10825.067743285006,10544.185074098692,6064.081212167128,7944.700795779048,4947.713708228283
2020-01-12,8964.25,8585.675911206947,3040.3892852039708,10825.067743285006,10544.185074098692,9487.096719675688,4970.6240673027
2020-01-19,10103.75,10342.722754267366,8585.675911206947,3040.3892852039708,10825.067743285006,6813.7513342075545,5879.776587982993
2020-01-26,9125.42,9144.158094852792,10342.722754267366,8585.675911206947,3040.3892852039708,8933.194193344267,19656.7957187391
2020-02-02,11231.25,11642.307428529413,9144.158094852792,10342.722754267366,8585.675911206947,6064.081212167128,7944.700795779048
2020-02-09,8505.92,8015.447980886229,11642.307428529413,9144.158094852792,10342.722754267366,10544.185074098692,9487.096719675688
2020-02-16,9491.5,10269.120074121214,8015.447980886229,11642.307428529413,9144.158094852792,10825.067743285006,6813.7513342075545
2020-02-23,9273.17,8976.97709632138,10269.120074121214,8015.447980886229,11642.307428529413,3040.3892852039708,8933.194193344267
2020-03-01,9983.75,10202.033991417957,8976.97709632138,10269.120074121214,8015.447980886229,8585.675911206947,6064.081212167128
2020-03-08,10497.33,11004.054198042926,10202.033991417957,8976.97709632138,10269.120074121214,10342.722754267366,10544.185074098692
2020-03-15,6464.83,6558.249127715084,11004.054198042926,10202.033991417957,8976.97709632138,9144.158094852792,10825.067743285006
2020-03-22,7774.33,8041.310995426773,6558.249127715084,11004.054198042926,10202.033991417957,11642.307428529413,3040.3892852039708
2020-03-29,6575.5,6735.350414806315,8041.310995426773,6558.249127715084,11004.054198042926,8015.447980886229,8585.675911206947
2020-04-05,7366.0,6947.124624990784,6735.350414806315,8041.310995426773,6558.249127715084,10269.120074121214,10342.722754267366
2020-04-12,5070.67,5172.106701440778,6947.124624990784,6735.350414806315,8041.310995426773,8976.97709632138,9144.158094852792
2020-04-19,5551.33,5383.9839922218,5172.106701440778,6947.124624990784,6735.350414806315,10202.033991417957,11642.307428529413
2020-04-26,2400.0,1731.2689592702563,5383.9839922218,5172.106701440778,6947.124624990784,11004.054198042926,8015.447980886229
2020-05-03,5581.58,5737.386298799942,1731.2689592702563,5383.9839922218,5172.106701440778,6558.249127715084,10269.120074121214
2020-05-10,6985.0,7000.381772392293,5737.386298799942,1731.2689592702563,5383.9839922218,8041.310995426773,8976.97709632138
2020-05-17,3656.75,4210.414418591743,7000.381772392293,5737.386298799942,1731.2689592702563,6735.350414806315,10202.033991417957
2020-05-24,11448.34,11864.47211641372,4210.414418591743,7000.381772392293,5737.386298799942,6947.124624990784,11004.054198042926
2020-05-31,10142.25,9912.422670905962,11864.47211641372,4210.414418591743,7000.381772392293,5172.106701440778,6558.249127715084
2020-06-07,5309.08,5376.760456903896,9912.422670905962,11864.47211641372,4210.414418591743,5383.9839922218,8041.310995426773
2020-06-14,6168.0,7183.289700925836,5376.760456903896,9912.422670905962,11864.47211641372,1731.2689592702563,6735.350414806315
2020-06-21,7518.17,7565.724982552032,7183.289700925836,5376.760456903896,9912.422670905962,5737.386298799942,6947.124624990784
2020-06-28,6126.66,6543.228381056568,7565.724982552032,7183.289700925836,5376.760456903896,7000.381772392293,5172.106701440778
2020-07-05,3797.42,3788.2455137739726,6543.228381056568,7565.724982552032,7183.289700925836,4210.414418591743,5383.9839922218
2020-07-12,4381.67,4360.599133153337,3788.2455137739726,6543.228381056568,7565.724982552032,11864.47211641372,1731.2689592702563
2020-07-19,4056.0,3474.5025380655643,4360.599133153337,3788.2455137739726,6543.228381056568,9912.422670905962,5737.386298799942
2020-07-26,4755.25,4974.4292271619415,3474.5025380655643,4360.599133153337,3788.2455137739726,5376.760456903896,7000.381772392293
2020-08-02,3899.5,3840.915055342428,4974.4292271619415,3474.5025380655643,4360.599133153337,7183.289700925836,4210.414418591743
2020-08-09,3687.25,3537.0557444008073,3840.915055342428,4974.4292271619415,3474.5025380655643,7565.724982552032,11864.47211641372
2020-08-16,6305.5,6208.4922525042275,3537.0557444008073,3840.915055342428,4974.4292271619415,6543.228381056568,9912.422670905962
2020-08-23,5572.5,5226.312933253794,6208.4922525042275,3537.0557444008073,3840.915055342428,3788.2455137739726,5376.760456903896
2020-08-30,6410.5,7002.399969747777,5226.312933253794,6208.4922525042275,3537.0557444008073,4360.599133153337,7183.289700925836
2020-09-06,5651.5,5980.598233625023,7002.399969747777,5226.312933253794,6208.4922525042275,3474.5025380655643,7565.724982552032
2020-09-13,4204.08,4115.067652742309,5980.598233625023,7002.399969747777,5226.312933253794,4974.4292271619415,6543.228381056568
2020-09-20,3934.0,4304.360309847481,4115.067652742309,5980.598233625023,7002.399969747777,3840.915055342428,3788.2455137739726
2020-09-27,5038.66,4973.84696108952,4304.360309847481,4115.067652742309,5980.598233625023,3537.0557444008073,4360.599133153337
2020-10-04,6565.25,6635.905963080395,4973.84696108952,4304.360309847481,4115.067652742309,6208.4922525042275,3474.5025380655643
2020-10-11,9134.5,7520.8030854157105,6635.905963080395,4973.84696108952,4304.360309847481,5226.312933253794,4974.4292271619415
2020-10-18,5608.5,5341.368755596857,7520.8030854157105,6635.905963080395,4973.84696108952,7002.399969747777,3840.915055342428
2020-10-25,7691.5,7745.444725742864,5341.368755596857,7520.8030854157105,6635.905963080395,5980.598233625023,3537.0557444008073
2020-11-01,16139.58,17491.449418694414,7745.444725742864,5341.368755596857,7520.8030854157105,4115.067652742309,6208.4922525042275
2020-11-08,9947.0,9364.87067255973,17491.449418694414,7745.444725742864,5341.368755596857,4304.360309847481,5226.312933253794
2020-11-15,7675.0,7996.234709559128,9364.87067255973,17491.449418694414,7745.444725742864,4973.84696108952,7002.399969747777
2020-11-22,4634.08,4868.0793041209945,7996.234709559128,9364.87067255973,17491.449418694414,6635.905963080395,5980.598233625023
2020-11-29,5838.25,5846.967241350411,4868.0793041209945,7996.234709559128,9364.87067255973,7520.8030854157105,4115.067652742309
2020-12-06,4877.75,5197.522336905742,5846.967241350411,4868.0793041209945,7996.234709559128,5341.368755596857,4304.360309847481
2020-12-13,8104.58,7942.30533272672,5197.522336905742,5846.967241350411,4868.0793041209945,7745.444725742864,4973.84696108952
2020-12-20,11200.75,10639.884844558619,7942.30533272672,5197.522336905742,5846.967241350411,17491.449418694414,6635.905963080395
2020-12-27,14922.75,15487.820787522953,10639.884844558619,7942.30533272672,5197.522336905742,9364.87067255973,7520.8030854157105
2021-01-03,14931.33,14825.80887251204,15487.820787522953,10639.884844558619,7942.30533272672,7996.234709559128,5341.368755596857
2021-01-10,5343.5,5219.9971572433715,14825.80887251204,15487.820787522953,10639.884844558619,4868.0793041209945,7745.444725742864
2021-01-17,11664.58,11829.518507642031,5219.9971572433715,14825.80887251204,15487.820787522953,5846.967241350411,17491.449418694414
2021-01-24,10606.58,10896.149476003971,11829.518507642031,5219.9971572433715,14825.80887251204,5197.522336905742,9364.87067255973
2021-01-31,13326.0,13734.799659652239,10896.149476003971,11829.518507642031,5219.9971572433715,7942.30533272672,7996.234709559128
2021-02-07,12298.5,12763.618854323204,13734.799659652239,10896.149476003971,11829.518507642031,10639.884844558619,4868.0793041209945
2021-02-14,9371.25,9424.59934866358,12763.618854323204,13734.799659652239,10896.149476003971,15487.820787522953,5846.967241350411
2021-02-21,10331.25,10425.925279294526,9424.59934866358,12763.618854323204,13734.799659652239,14825.80887251204,5197.522336905742
2021-02-28,11498.58,11598.066350873703,10425.925279294526,9424.59934866358,12763.618854323204,5219.9971572433715,7942.30533272672
2021-03-07,10758.17,10987.220022240997,11598.066350873703,10425.925279294526,9424.59934866358,11829.518507642031,10639.884844558619
2021-03-14,7572.75,8111.996308959671,10987.220022240997,11598.066350873703,10425.925279294526,10896.149476003971,15487.820787522953
2021-03-21,13916.25,14851.184808017522,8111.996308959671,10987.220022240997,11598.066350873703,13734.799659652239,14825.80887251204
